study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_003,How many of your friends: Have shoplifted occasionally,no,maybe sensitive,peers and peer relationships,prosociality of peers,friends’ conduct problems
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_004,How many of your friends: Are athletes,no,not sensitive,peers and peer relationships,prosociality of peers,_none_
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_005,How many of your friends: Attend spiritual or religious services once a month or more often,no,not sensitive,peers and peer relationships,prosociality of peers,_none_
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pbp,fc_y_pbp_006,How many of your friends: Are excellent students (GPA 3.5 [B+] or higher),no,not sensitive,peers and peer relationships,prosociality of peers,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___0,"Do you currently have any pets? [Multi-select]: No, I do not have any pets",no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___1,Do you currently have any pets? [Multi-select]: Dog,no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___2,Do you currently have any pets? [Multi-select]: Cat,no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___3,Do you currently have any pets? [Multi-select]: Horse,no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___4,Do you currently have any pets? [Multi-select]: Fish,no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___5,"Do you currently have any pets? [Multi-select]: Other Small animal (e.g., rabbit, hamster, bird)",no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Family,Youth,fc_y_pet,fc_y_pet_001___6,Do you currently have any pets? [Multi-select]: Other,no,not sensitive,demographics,pet ownership,_none_
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_001,How often do your parents/guardians know where you are?,yes,not sensitive,family interactions and parenting,not applicable,parental monitoring
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_002,How often do your parents know who you are with when you are not at school and away from home?,yes,not sensitive,family interactions and parenting,not applicable,parental monitoring
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_003,"If you are at home when your parents or guardians are not, how often do you know how to get in touch with them?",yes,not sensitive,family interactions and parenting,not applicable,parental monitoring
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_004,"How often do you talk to your parent or guardian about your plans for the coming day, such as your plans about what will happen at school or what you are going to do with friends?",yes,not sensitive,family interactions and parenting,not applicable,parental monitoring
Core,"Friends, Family, & Community",Parenting,Youth,fc_y_pm,fc_y_pm_005,"In an average week, how many times do you and your parents/guardians, eat dinner together?",yes,not sensitive,family interactions and parenting,not applicable,parental monitoring
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_001,"During the last 6 months, have any of your close friends ever suggested that you not use drugs or alcohol?",no,not sensitive,peers and peer relationships,protective peer relationships,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_002,"During the last 6 months, have any of your close friends given you help with school, with money, with transportation, or help by talking through problems?",no,not sensitive,peers and peer relationships,protective peer relationships,social support: youth
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_013__01,One parent was away from home more often: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,_none_
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_003,"During the last 6 months, have any of your close friends encouraged you to get or stay involved with sports/exercise, school teams or clubs, volunteering, or religious activities?",no,not sensitive,peers and peer relationships,protective peer relationships,social support: youth
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_014__01,Someone in the family was arrested: Did this happen in the past year? [Parent],yes,maybe sensitive,life events,not applicable,_none_
Core,Mental Health,Stress,Parent,mh_p_ple,mh_p_ple_015__01,Family member had mental/emotional problem: Did this happen in the past year? [Parent],yes,not sensitive,life events,not applicable,family behavior problems
Core,"Friends, Family, & Community",Temperament/Personality,Youth,fc_y_psb,fc_y_psb_001,I try to be nice to other people. I care about their feelings.,no,not sensitive,prosocial behavior,not applicable,_none_
Core,"Friends, Family, & Community",Temperament/Personality,Youth,fc_y_psb,fc_y_psb_002,"I am helpful if someone is hurt, upset, or feeling sick.",no,not sensitive,prosocial behavior,not applicable,_none_
Core,"Friends, Family, & Community",Temperament/Personality,Youth,fc_y_psb,fc_y_psb_003,"I often offer to help others (parents, teachers, children).",no,not sensitive,prosocial behavior,not applicable,_none_
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_001,Which sort of person are you most like? (Keep friends happy),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_002,Which sort of person are you most like? (Fit in crowd),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_003,Which sort of person are you most like? (Change mind),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_004,Which sort of person are you most like? (Stay on good side),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_005,Which sort of person are you most like? (Hide opinions),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_006,Which sort of person are you most like? (Break law),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_007,Which sort of person are you most like? (Change behavior),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_008,Which sort of person are you most like? (Take more risks),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_009,Which sort of person are you most like? (Get respect),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Peers,Youth,fc_y_rpi,fc_y_rpi_010,Which sort of person are you most like? (Go along),yes,not sensitive,peers and peer relationships,susceptibility to peer pressure,peer pressure susceptibility
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_sag,fc_y_sag_002,"How many days did you skip school without an excuse during the past 4 weeks? Do not count days that were excused, like when school is on vacation or you have a note from your parent or doctor.",yes,not sensitive,school,not applicable,school commitment
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_sag,fc_y_sag_005,What grades did you receive in school last year?,yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__dis_001,"Usually, school bores me.",yes,not sensitive,school,not applicable,school bonding
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__dis_002,Getting good grades is not so important to me.,yes,not sensitive,school,not applicable,school commitment
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_001,"In my school, students have lots of chances to help decide things like class activities and rules.",yes,not sensitive,school,not applicable,school atmosphere: adults
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_002,I get along with my teachers.,yes,not sensitive,school,not applicable,school bonding
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_003,My teacher(s) notices when I am doing a good job and lets me know about it.,yes,not sensitive,school,not applicable,school atmosphere: adults
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_004,"There are lots of chances for students in my school to get involved in sports, clubs, or other school activities outside of class.",yes,not sensitive,school,not applicable,school atmosphere: students
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_005,I feel safe at my school.,yes,not sensitive,school,not applicable,school bonding
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__env_006,The school lets my parents know when I have done something well.,yes,not sensitive,school,not applicable,school atmosphere: adults
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__involv_001,I like school because I do well in class.,yes,not sensitive,school,not applicable,school bonding
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__involv_002,I feel I'm just as smart as other kids my age.,yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__involv_003,There are lots of chances to be part of class discussions or activities.,yes,not sensitive,school,not applicable,school atmosphere: adults
Core,"Friends, Family, & Community",Work & School,Youth,fc_y_srpf,fc_y_srpf__involv_004,"In general, I like school a lot.",yes,not sensitive,school,not applicable,school bonding
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__indselfrel_001,People should learn how to take care of themselves and not depend on others. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__indselfrel_002,The most important thing parents can teach their children is to be independent from others. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__indselfrel_003,As children get older their parents should allow them to make their own decisions [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__indselfrel_004,"When there are problems in life, a person can only count on him or herself. [Youth]",yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__indselfrel_005,Parents should encourage children to solve their own problems. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__obl_001,Children should be taught that it is their duty to care for their parents when their parents get old. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__obl_002,"If a relative is having a hard time financially, one should help them out if possible. [Youth]",yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__obl_003,A person should share their home with relatives if they need a place to stay [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__obl_004,Older kids should take care of and be role models for their younger brothers and sisters. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__obl_005,Parents should be willing to make great sacrifices to make sure their children have a better life. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__ref_001,Children should always do things to make their parents happy. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__ref_002,"When it comes to important decisions, the family should ask for advice from close relatives. [Youth]",yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__ref_003,Children should be taught to always be good because they represent the family. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__ref_004,A person should always think about their family when making important decisions. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__ref_005,It is important to work hard and do one's best because this work reflects on the family. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_001,One's belief in God or Higher Power(s) gives inner strength and meaning to life. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_002,God or Higher Power(s) is first; family is second. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_003,Parents should teach their children how to pray. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_004,"If everything is taken away, one still has their faith in God or Higher Power(s). [Youth]",yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_005,It is important to thank God or Higher Power(s) every day for all one has. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_006,It is important to follow the Word of God or Higher Power(s). [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__relig_007,Religion should be an important part of one's life. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_001,Parents should teach their children that the family always comes first. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_002,Family provides a sense of security because they will always be there for you. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_003,It is always important to be united as a family [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_004,"It is important to have close relationships with aunts/uncles, grandparents, and cousins. [Youth]",yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_005,Holidays and celebrations are important because the whole family comes together. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Youth,fc_y_vs,fc_y_vs__supp_006,It is important for family members to show their love and affection to one another. [Youth],yes,not sensitive,religious and/or cultural values,not applicable,_none_
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_001,When I have a problem at school or at home: I get as much information as I can.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_002,When I have a problem at school or at home: I think hard about what steps to take.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_003,When I have a problem at school or at home: I think about the choices before I do anything.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_004,When I have a problem at school or at home: I think of different ways to take care of it.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_005,When I have a problem at school or at home: I try different ways to solve the problem.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,"Friends, Family, & Community",Cognition,Youth,fc_y_wpss,fc_y_wpss_006,When I have a problem at school or at home: I do something to try to solve the problem.,no,not sensitive,temperament/personality/impulsivity,not applicable,problem solving
Core,Linked External Data,School (Demographics),Linked Dataset,le_l_demo__schl,le_l_demo__schl_charter,"Charter school [SEDA (CCD, 2018); School]",no,not sensitive,school,not applicable,_none_
Core,Linked External Data,School (Demographics),Linked Dataset,le_l_demo__schl,le_l_demo__schl_level,"School level [SEDA (CCD, 2018); School]",no,not sensitive,school,not applicable,_none_
Core,Physical Health,Medical,Parent,ph_p_mhx,ph_p_mhx_036__01,Accidental poisoning: How many times?,yes,NA,physical health,pain/illness/injury,NA
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_001,My moods swing between elation and depression [Parent; ASR item 55],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_002,I scream or yell a lot [Parent; ASR item 68],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_003,My behavior is very changeable [Parent; ASR item 81],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_004,"I am stubborn, sullen, or irritable [Parent; ASR item 86]",no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_005,My moods or feeling change suddenly [Parent; ASR item 87],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr_006,I get upset too easily [Parent; ASR item 116],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_001,I argue a lot [Parent; ASR item 03],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_002,I blame others for my problems [Parent; ASR item 05],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_003,I am mean to others [Parent; ASR item 16],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_004,I get along badly with my family [Parent; ASR item 28],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_005,I get in many fights [Parent; ASR item 37],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_006,I physically attack people [Parent; ASR item 57],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_007,I have a hot temper [Parent; ASR item 95],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__antsoc_008,I threaten to hurt people [Parent; ASR item 97],no,not sensitive,caregiver psychopathology,externalizing,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__aggr__hypimp_001,I am too impatient [Parent; ASR item 118],no,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__alc_001,"In the past 6 months, how many alcoholic drinks did you have on a typical day when you drank alcohol? [Parent; ASR]",yes,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_001,I feel lonely [Parent; ASR item 12],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_002,I feel confused or in a fog [Parent; ASR item 13],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_003,I am afraid I might think or do something bad [Parent; ASR item 31],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_004,I feel that no one loves me [Parent; ASR item 33],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_005,I feel that others are out to get me [Parent; ASR item 34],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep_006,I worry about my relations with the opposite sex [Parent; ASR item 113],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__anx_001,I worry about my future [Parent; ASR item 22],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__anx_002,I am nervous or tense [Parent; ASR item 45],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__anx_003,I am too fearful or anxious [Parent; ASR item 50],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__anx_004,I worry a lot [Parent; ASR item 112],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__avoid_001,I lack self-confidence [Parent; ASR item 47],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__avoid_002,I am self-conscious or easily embarrassed [Parent; ASR item 71],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_001,I cry a lot [Parent; ASR item 14],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_002,I feel worthless and inferior [Parent; ASR item 35],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_003,I feel too guilty [Parent; ASR item 52],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_004,I think about killing myself [Parent; ASR item 91],no,maybe sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_005,"I am unhappy, sad, or depressed [Parent; ASR item 103]",no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__anxdep__dep_006,I feel that I can't succeed [Parent; ASR item 107],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn_001,I am too dependent on others [Parent; ASR item 11],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn_002,I daydream a lot [Parent; ASR item 17],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn_003,I have trouble planning for the future [Parent; ASR item 53],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn_004,I have trouble setting priorities [Parent; ASR item 64],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn_005,I tend to be late for appointments [Parent; ASR item 121],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__antsoc_001,I stay away from my job even when I'm not sick or not on vacation [Parent; ASR item 101],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__dep_001,I have trouble making decisions [Parent; ASR item 78],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__dep_002,I don't have much energy [Parent; ASR item 102],no,not sensitive,caregiver psychopathology,internalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_001,I am too forgetful [Parent; ASR item 01],no,not sensitive,caregiver psychopathology,other psychopathology,distractibility
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_002,I have trouble concentrating or paying attention for long [Parent; ASR item 08],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_003,I fail to finish things I should do [Parent; ASR item 59],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_004,My work performance is poor [Parent; ASR item 61],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_005,People think I am disorganized [Parent; ASR item 105],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_006,I tend to lose things [Parent; ASR item 108],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__attn__inatt_007,I am not good at details [Parent; ASR item 119],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__drg_001,"In the past 6 months, on how many days did you use drugs for nonmedical purposes (including marijuana, cocaine, and other drugs, except alcohol and nicotine)? [Parent; ASR item 126]",yes,maybe sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__drunk_001,"In the past 6 months, on how many days were you drunk? [Parent; ASR item 125]",yes,not sensitive,caregiver psychopathology,externalizing,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_001,I brag [Parent; ASR item 07],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_002,I try to get a lot of attention [Parent; ASR item 19],no,maybe sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_003,I show off or clown [Parent; ASR item 74],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_004,I talk too much [Parent; ASR item 93],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_005,I tease others a lot [Parent; ASR item 94],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__intru_006,I am louder than others [Parent; ASR item 104],no,not sensitive,caregiver psychopathology,other psychopathology,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_asr,mh_p_asr__nic_001,"In the past 6 months, about how many times per day did you use tobacco (including smokeless tobacco)? [Parent; ASR item 124]",yes,not sensitive,caregiver psychopathology,externalizing,_none_
