study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__relig_002,How often does your child attend religious services?,no,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__relig_003,"In general, how important are your child's religious and spiritual beliefs in their daily life?",no,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__relig__alc_001,Does your child's religion have rules forbidding the use of alcohol?,no,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__relig__drg_001,Does your child's religion have rules forbidding the use of drugs?,no,not sensitive,religious and/or cultural values,not applicable,religiosity
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__roster_001,How many people are living at your address?,yes,not sensitive,demographics,household structure,_none_
Core,ABCD (General),Demographics,Parent,ab_p_ocp,ab_p_ocp__prtn_000,Do you have a partner? [ab_p_ocp],no,not sensitive,demographics,household structure,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_001__02,Has your child repeated a grade before the past year?,yes,not sensitive,school,not applicable,academic competency
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__02___8,What types of mental health or substance abuse services your child has received? [Multi-select]: Medication management,no,not sensitive,service utilization,not applicable,_none_
Core,"Friends, Family, & Community",Culture,Parent,fc_p_aclt,fc_p_aclt_001,How well do you speak English? [Parent],no,not sensitive,demographics,language(s),_none_
Core,"Friends, Family, & Community",Culture,Parent,fc_p_aclt,fc_p_aclt_002,"Besides English, do you speak or understand another language or dialect? [Parent]",no,not sensitive,demographics,language(s),_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_001,Has your child been issued a driving learner's permit?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_002,Has you child been issued a driver's license?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_003,"On average, how much time per day does your child spend driving?",yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_004,How many times has your child been determined to be at fault in a driving accident?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_005,"How many times has your child been given a traffic ticket related to their driving (e.g., speeding, distracted driving)?",yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_006,Do you or any of your youth's caregivers have rules regarding your youth driving?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_006__01,Is your youth allowed to drive with other teens in the car?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_006__02,Is your youth allowed to drive at night?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_drv,fc_p_drv_006__03,Is your youth allowed to drive without an adult?,yes,not sensitive,driving,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_001,Family members really help and support one another. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_002,We often seem to be killing time at home. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_003,We put a lot of energy into what we do at home. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_004,There is a feeling of togetherness in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_005,We rarely volunteer when something has to be done at home. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_006,Family members really back each other up. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_007,There is very little group spirit in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_008,We really get along well with each other. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__cohes_009,There is plenty of time and attention for everyone in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_001,We fight a lot in our family. [Parent],no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_002,Family members rarely become openly angry. [Parent],no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_003,Family members sometimes get so angry they throw things. [Parent],no,maybe sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_004,Family members hardly ever lose their tempers. [Parent],no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_005,Family members often criticize each other. [Parent],no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_006,Family members sometimes hit each other. [Parent],no,maybe sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_007,"If there is a disagreement in our family, we try hard to smooth things over and keep the peace. [Parent]",no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_008,Family members often try to one-up or out-do each other. [Parent],no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__confl_009,"In our family, we believe you don't ever get anywhere by raising your voice. [Parent]",no,not sensitive,family interactions and parenting,not applicable,family conflict
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_001,Family members often keep their feelings to themselves. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_002,We say anything we want to at home. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_003,"It's hard to ""blow off steam"" at home without upsetting somebody. [Parent]",yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_004,We tell each other about our personal problems. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_005,If we feel like doing something on the spur of the moment we often just pick up and go. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_006,Someone usually gets upset if you complain in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_007,Money and paying bills is openly talked about in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_008,We are usually careful about what we say to each other. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__expr_009,There are a lot of spontaneous discussions in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__intelcult_001,We often talk about political and social problems. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__intelcult_002,"We rarely go to lectures, plays, or concerts. [Parent]",yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__intelcult_003,Learning about new and different things is very important in our family. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__intelcult_004,We are not that interested in cultural activities. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
Core,"Friends, Family, & Community",Family,Parent,fc_p_fes,fc_p_fes__intelcult_005,We rarely have intellectual discussions. [Parent],yes,not sensitive,family interactions and parenting,not applicable,_none_
